item,itemLabel,website,websiteLabel
http://www.wikidata.org/entity/Q1495247,Q1495247,http://www.schloss-wachenheim.com/,http://www.schloss-wachenheim.com/
http://www.wikidata.org/entity/Q1505321,Ukrtelecom,http://www.ukrtelecom.ua/,http://www.ukrtelecom.ua/
http://www.wikidata.org/entity/Q1509926,Modine,http://www.modine.com/,http://www.modine.com/
http://www.wikidata.org/entity/Q1510276,Q1510276,http://www.geratherm.de,http://www.geratherm.de
http://www.wikidata.org/entity/Q1511140,Orell Füssli,http://www.orellfuessli.com/en/home/,http://www.orellfuessli.com/en/home/
http://www.wikidata.org/entity/Q1513358,Q1513358,http://www.norinvest.ch/,http://www.norinvest.ch/
http://www.wikidata.org/entity/Q1514031,German Pellets,http://www.german-pellets.de,http://www.german-pellets.de
http://www.wikidata.org/entity/Q1516576,Latécoère,http://www.latecoere.fr,http://www.latecoere.fr
http://www.wikidata.org/entity/Q1518291,Q1518291,http://www.gesco.de/,http://www.gesco.de/
http://www.wikidata.org/entity/Q1519080,Phoenix Mecano,http://www.phoenix-mecano.com/,http://www.phoenix-mecano.com/
http://www.wikidata.org/entity/Q1519952,Q1519952,http://www.ag.getgoods.de/,http://www.ag.getgoods.de/
http://www.wikidata.org/entity/Q1521252,Marseille-Kliniken AG,http://www.marseille-kliniken.de/,http://www.marseille-kliniken.de/
http://www.wikidata.org/entity/Q1521406,Ghandhara Nissan,http://www.ghandharanissan.com.pk/,http://www.ghandharanissan.com.pk/
http://www.wikidata.org/entity/Q1522101,Q1522101,http://www.muehlbauer.de,http://www.muehlbauer.de
http://www.wikidata.org/entity/Q1523102,Q1523102,http://www.ivf.ch/,http://www.ivf.ch/
http://www.wikidata.org/entity/Q1526728,Q1526728,http://girindus.com,http://girindus.com
http://www.wikidata.org/entity/Q1526778,Niscayah,http://www.stanleysecurity.no,http://www.stanleysecurity.no
http://www.wikidata.org/entity/Q1529798,Glaston,http://www.glaston.net,http://www.glaston.net
http://www.wikidata.org/entity/Q1529962,Kofola,http://www.hoop.pl/,http://www.hoop.pl/
http://www.wikidata.org/entity/Q1531744,Globe Trade Centre,http://www.gtc.com.pl,http://www.gtc.com.pl
http://www.wikidata.org/entity/Q1532360,Q1532360,http://www.glunz.de/,http://www.glunz.de/
http://www.wikidata.org/entity/Q1532941,Umweltbank,http://www.umweltbank.de/,http://www.umweltbank.de/
http://www.wikidata.org/entity/Q1534704,Q1534704,http://www.goldbachgroup.com/,http://www.goldbachgroup.com/
http://www.wikidata.org/entity/Q1536909,Tallink,http://www.tallink.com/,http://www.tallink.com/
http://www.wikidata.org/entity/Q1538422,Atevia,http://www.atevia.de,http://www.atevia.de
http://www.wikidata.org/entity/Q1539149,Vanguard International Semiconductor Corporation,http://www.vis.com.tw,http://www.vis.com.tw
http://www.wikidata.org/entity/Q1543499,Lietuvos Dujos,http://www.dujos.lt,http://www.dujos.lt
http://www.wikidata.org/entity/Q1543815,Radisson Hospitality AB,http://www.radissonhospitalityab.com,http://www.radissonhospitalityab.com
http://www.wikidata.org/entity/Q1543874,The Hertz Corporation,https://www.hertz.com,https://www.hertz.com
http://www.wikidata.org/entity/Q1544268,Motech Solar,http://www.motech.com.tw,http://www.motech.com.tw
http://www.wikidata.org/entity/Q1545480,Q1545480,http://www.greiffenberger.de/,http://www.greiffenberger.de/
http://www.wikidata.org/entity/Q1545677,Grenke AG,http://www.grenke.de,http://www.grenke.de
http://www.wikidata.org/entity/Q1547727,Q1547727,http://www.baumgartnerholding.ch/,http://www.baumgartnerholding.ch/
http://www.wikidata.org/entity/Q1547744,Q1547744,http://www.minoteries.ch/,http://www.minoteries.ch/
http://www.wikidata.org/entity/Q1552960,Q1552960,http://www.vdn.de/sites/holding/start.html,http://www.vdn.de/sites/holding/start.html
http://www.wikidata.org/entity/Q1553005,Gudang Garam,http://www.gudanggaramtbk.com/,http://www.gudanggaramtbk.com/
http://www.wikidata.org/entity/Q1553005,Gudang Garam,http://www.gudanggaramtbk.com,http://www.gudanggaramtbk.com
http://www.wikidata.org/entity/Q1557223,Lawson,http://www.lawson.co.jp/,http://www.lawson.co.jp/
http://www.wikidata.org/entity/Q1560353,Q1560353,http://www.indus.de,http://www.indus.de
http://www.wikidata.org/entity/Q1561242,Q1561242,http://www.logic-instrument.com/,http://www.logic-instrument.com/
http://www.wikidata.org/entity/Q1561508,Q1561508,http://www.muehlhan.com,http://www.muehlhan.com
http://www.wikidata.org/entity/Q1562426,H&R Group,http://www.hur.com/,http://www.hur.com/
http://www.wikidata.org/entity/Q1566819,Q1566819,http://www.infranor.com/,http://www.infranor.com/
http://www.wikidata.org/entity/Q1567275,Myriad Group,http://www.myriadgroup.com/,http://www.myriadgroup.com/
http://www.wikidata.org/entity/Q1568807,Q1568807,http://www.hahnag.de/,http://www.hahnag.de/
http://www.wikidata.org/entity/Q1570569,Q1570569,http://www.oppmann.de/,http://www.oppmann.de/
http://www.wikidata.org/entity/Q1573491,Q1573491,http://www.lem.com,http://www.lem.com
http://www.wikidata.org/entity/Q1577587,Marathon Oil,http://www.marathonoil.com/,http://www.marathonoil.com/
http://www.wikidata.org/entity/Q1581562,Iseki,http://www.iseki.co.jp,http://www.iseki.co.jp
http://www.wikidata.org/entity/Q1583614,Q1583614,http://www.hansagroup.de,http://www.hansagroup.de
http://www.wikidata.org/entity/Q806639,Bank Mandiri,https://www.bankmandiri.co.id/,https://www.bankmandiri.co.id/
http://www.wikidata.org/entity/Q806639,Bank Mandiri,http://www.bankmandiri.co.id,http://www.bankmandiri.co.id
http://www.wikidata.org/entity/Q806640,Bank Melli Iran,https://bmi.ir,https://bmi.ir
http://www.wikidata.org/entity/Q806665,Bank für Tirol und Vorarlberg,http://www.btv.at,http://www.btv.at
http://www.wikidata.org/entity/Q806761,Q806761,http://www.bankhaus-hallbaum.de/,http://www.bankhaus-hallbaum.de/
http://www.wikidata.org/entity/Q810387,Basler AG,http://www.baslerweb.com/,http://www.baslerweb.com/
http://www.wikidata.org/entity/Q811992,Q811992,http://www.baikap.de/index2.php,http://www.baikap.de/index2.php
http://www.wikidata.org/entity/Q812095,Q812095,http://bayansulu.kz/,http://bayansulu.kz/
http://www.wikidata.org/entity/Q812651,Bazaarvoice,http://www.bazaarvoice.com/,http://www.bazaarvoice.com/
http://www.wikidata.org/entity/Q815609,Belimo,http://www.belimo.com/german/index.cfm,http://www.belimo.com/german/index.cfm
http://www.wikidata.org/entity/Q815685,Bell Food Group,http://www.bell.ch/,http://www.bell.ch/
http://www.wikidata.org/entity/Q815953,Q815953,http://www.bellevue.ch/,http://www.bellevue.ch/
http://www.wikidata.org/entity/Q819062,Q819062,http://www.berentzen-gruppe.de/,http://www.berentzen-gruppe.de/
http://www.wikidata.org/entity/Q820239,Minebea,http://www.minebea.co.jp/,http://www.minebea.co.jp/
http://www.wikidata.org/entity/Q827477,CSM N.V.,http://csmglobal.com,http://csmglobal.com
http://www.wikidata.org/entity/Q830890,Q830890,http://www.betasystems.de,http://www.betasystems.de
http://www.wikidata.org/entity/Q833959,Sto,http://www.sto.de/,http://www.sto.de/
http://www.wikidata.org/entity/Q837244,Shangri-La Hotels and Resorts,http://www.shangri-la.com/,http://www.shangri-la.com/
http://www.wikidata.org/entity/Q846246,Neonode,http://www.neonode.com/,http://www.neonode.com/
http://www.wikidata.org/entity/Q848336,Eutelsat,https://www.eutelsat.it/,https://www.eutelsat.it/
http://www.wikidata.org/entity/Q848336,Eutelsat,https://www.eutelsat.com/en/home.html,https://www.eutelsat.com/en/home.html
http://www.wikidata.org/entity/Q848336,Eutelsat,https://www.eutelsat.com/fr/home.html,https://www.eutelsat.com/fr/home.html
http://www.wikidata.org/entity/Q848336,Eutelsat,https://www.eutelsat.com/de/home.html,https://www.eutelsat.com/de/home.html
http://www.wikidata.org/entity/Q848336,Eutelsat,https://www.eutelsat.pl/,https://www.eutelsat.pl/
http://www.wikidata.org/entity/Q848336,Eutelsat,http://www.eutelsatchina.com/,http://www.eutelsatchina.com/
http://www.wikidata.org/entity/Q848336,Eutelsat,https://www.eutelsatamericas.com/pt/home.html,https://www.eutelsatamericas.com/pt/home.html
http://www.wikidata.org/entity/Q848336,Eutelsat,https://www.eutelsatamericas.com/es/home.html,https://www.eutelsatamericas.com/es/home.html
http://www.wikidata.org/entity/Q852787,Groupon,https://www.groupon.be/,https://www.groupon.be/
http://www.wikidata.org/entity/Q852787,Groupon,https://www.groupon.ca/,https://www.groupon.ca/
http://www.wikidata.org/entity/Q852787,Groupon,https://www.groupon.cl/,https://www.groupon.cl/
http://www.wikidata.org/entity/Q852787,Groupon,https://www.groupon.co.uk/,https://www.groupon.co.uk/
http://www.wikidata.org/entity/Q852787,Groupon,https://www.groupon.com.au/,https://www.groupon.com.au/
http://www.wikidata.org/entity/Q852787,Groupon,https://www.groupon.com.mx/,https://www.groupon.com.mx/
http://www.wikidata.org/entity/Q852787,Groupon,https://www.groupon.com/,https://www.groupon.com/
http://www.wikidata.org/entity/Q852787,Groupon,https://www.groupon.de/,https://www.groupon.de/
http://www.wikidata.org/entity/Q852787,Groupon,https://www.groupon.es/,https://www.groupon.es/
http://www.wikidata.org/entity/Q852787,Groupon,https://www.groupon.fr/,https://www.groupon.fr/
http://www.wikidata.org/entity/Q852787,Groupon,https://www.groupon.ie/,https://www.groupon.ie/
http://www.wikidata.org/entity/Q852787,Groupon,https://www.groupon.it,https://www.groupon.it
http://www.wikidata.org/entity/Q852787,Groupon,https://www.groupon.jp/,https://www.groupon.jp/
http://www.wikidata.org/entity/Q852787,Groupon,https://www.groupon.nl/,https://www.groupon.nl/
http://www.wikidata.org/entity/Q852787,Groupon,https://www.groupon.pl/,https://www.groupon.pl/
http://www.wikidata.org/entity/Q852787,Groupon,https://www.grouponnz.co.nz/,https://www.grouponnz.co.nz/
http://www.wikidata.org/entity/Q855313,BOC Hong Kong (Holdings),http://www.bochk.com/ir/index_t.html,http://www.bochk.com/ir/index_t.html
http://www.wikidata.org/entity/Q857456,Q857456,http://www.bien-zenker.de/,http://www.bien-zenker.de/
http://www.wikidata.org/entity/Q862718,Billabong,https://www.billabong.com/,https://www.billabong.com/
http://www.wikidata.org/entity/Q862811,Billerud Korsnäs,http://www.billerud.com/,http://www.billerud.com/
http://www.wikidata.org/entity/Q863594,Q863594,http://www.binder-co.com/,http://www.binder-co.com/
http://www.wikidata.org/entity/Q864453,Q864453,http://www.biolitec.de/,http://www.biolitec.de/
http://www.wikidata.org/entity/Q864641,Q864641,http://www.biopetrol-ind.com/,http://www.biopetrol-ind.com/
http://www.wikidata.org/entity/Q864842,Biotest,http://www.biotest.de,http://www.biotest.de
http://www.wikidata.org/entity/Q865037,Bird & Bird,http://www.twobirds.com/,http://www.twobirds.com/
http://www.wikidata.org/entity/Q869817,Hanse Yachts,http://www.hanseyachts.com/,http://www.hanseyachts.com/
http://www.wikidata.org/entity/Q873447,Gerry Weber,http://www.gerryweber.com/,http://www.gerryweber.com/
http://www.wikidata.org/entity/Q879214,Q879214,http://www.bixolon.com,http://www.bixolon.com
http://www.wikidata.org/entity/Q884895,Hermle AG,http://www.hermle.de/,http://www.hermle.de/
http://www.wikidata.org/entity/Q888133,Cliq Digital,http://www.bobmobile.ag/,http://www.bobmobile.ag/
http://www.wikidata.org/entity/Q892264,Q892264,http://www.bpl-bondpartners.ch/,http://www.bpl-bondpartners.ch/
http://www.wikidata.org/entity/Q894505,Bossard Holding AG,http://www.bossard.com/,http://www.bossard.com/
http://www.wikidata.org/entity/Q899012,Sibur,http://www.siburchina.cn/,http://www.siburchina.cn/
http://www.wikidata.org/entity/Q899012,Sibur,https://www.sibur.ru/,https://www.sibur.ru/
http://www.wikidata.org/entity/Q899012,Sibur,https://www.sibur.ru/en/,https://www.sibur.ru/en/
http://www.wikidata.org/entity/Q899356,Husqvarna Group,http://www.husqvarnagroup.com/,http://www.husqvarnagroup.com/
http://www.wikidata.org/entity/Q900289,Kopparbergs Brewery,http://www.kopparbergs.se/,http://www.kopparbergs.se/
http://www.wikidata.org/entity/Q904284,Shin-Etsu Chemical,http://www.shinetsu.co.jp/,http://www.shinetsu.co.jp/
http://www.wikidata.org/entity/Q905412,Showa Denko,http://www.sdk.co.jp/,http://www.sdk.co.jp/
http://www.wikidata.org/entity/Q906187,Allergan plc,https://www.allergan.com/,https://www.allergan.com/
http://www.wikidata.org/entity/Q908444,Power Corporation of Canada,http://www.powercorporation.com,http://www.powercorporation.com
http://www.wikidata.org/entity/Q910310,T&D Holdings,https://www.td-holdings.co.jp/,https://www.td-holdings.co.jp/
http://www.wikidata.org/entity/Q912778,OTP Bank,http://www.otpbank.hu/,http://www.otpbank.hu/
http://www.wikidata.org/entity/Q917196,Q917196,http://www.brilliant-ag.com/,http://www.brilliant-ag.com/
http://www.wikidata.org/entity/Q918086,Britax,http://www.britax.com,http://www.britax.com
http://www.wikidata.org/entity/Q933766,Helvetia Insurance,https://www.helvetia.com/corporate/content/de/home.html/,https://www.helvetia.com/corporate/content/de/home.html/
http://www.wikidata.org/entity/Q938668,Sina Corp,http://www.sina.com,http://www.sina.com
http://www.wikidata.org/entity/Q946713,SunEdison,http://www.sunedison.com/,http://www.sunedison.com/
http://www.wikidata.org/entity/Q955596,Chiyoda Corporation,http://www.chiyoda-corp.com,http://www.chiyoda-corp.com
http://www.wikidata.org/entity/Q958479,Woolworths Group,http://www.woolworthsgroupplc.com/,http://www.woolworthsgroupplc.com/
http://www.wikidata.org/entity/Q960972,KSB,https://ksb.com/,https://ksb.com/
http://www.wikidata.org/entity/Q967868,NextEra Energy,http://www.nexteraenergy.com/,http://www.nexteraenergy.com/
http://www.wikidata.org/entity/Q970468,Q970468,http://www.gindre.com,http://www.gindre.com
http://www.wikidata.org/entity/Q975317,Sojaprotein,http://www.sojaprotein.rs,http://www.sojaprotein.rs
http://www.wikidata.org/entity/Q977959,CLP Group,http://www.clpgroup.com/,http://www.clpgroup.com/
http://www.wikidata.org/entity/Q990804,Brother Industries,https://www.brother.cz/,https://www.brother.cz/
http://www.wikidata.org/entity/Q990804,Brother Industries,https://global.brother/,https://global.brother/
http://www.wikidata.org/entity/Q995970,Sinotruk (Hong Kong) Limited,http://www.sinotruk.com/,http://www.sinotruk.com/
http://www.wikidata.org/entity/Q996694,Q996694,http://www.bmag.de/,http://www.bmag.de/
http://www.wikidata.org/entity/Q1004799,Bumi Resources,http://www.bumiresources.com,http://www.bumiresources.com
http://www.wikidata.org/entity/Q1016405,Q1016405,http://www.burkhalter.ch/,http://www.burkhalter.ch/
http://www.wikidata.org/entity/Q1022332,Q1022332,http://www.catoilag.com,http://www.catoilag.com
http://www.wikidata.org/entity/Q1022419,Uniqa Insurance Group,http://www.uniqagroup.com/,http://www.uniqagroup.com/
http://www.wikidata.org/entity/Q1022796,Cancom SE,http://www.cancom.de,http://www.cancom.de
http://www.wikidata.org/entity/Q1022921,CA Immo,http://www.caimmo.com,http://www.caimmo.com
http://www.wikidata.org/entity/Q1023461,Q1023461,http://www.uet-group.com,http://www.uet-group.com
http://www.wikidata.org/entity/Q1024012,COM DEV International,http://www.comdev.ca/,http://www.comdev.ca/
http://www.wikidata.org/entity/Q1024117,Q1024117,http://www.msg-life.com/,http://www.msg-life.com/
http://www.wikidata.org/entity/Q1024212,Q1024212,http://www.cph.ch/,http://www.cph.ch/
http://www.wikidata.org/entity/Q1024514,CTS EVENTIM AG & Co. KGaA,http://www.eventim.de/,http://www.eventim.de/
http://www.wikidata.org/entity/Q1024677,Caatoosee,http://www.caatoosee.com/,http://www.caatoosee.com/
http://www.wikidata.org/entity/Q1030096,Orbital Sciences Corporation,http://www.orbital.com/,http://www.orbital.com/
http://www.wikidata.org/entity/Q1030695,Suzano Papel e Celulose,http://www.suzano.com.br/,http://www.suzano.com.br/
http://www.wikidata.org/entity/Q1121168,Q1121168,http://www.tradition.com/,http://www.tradition.com/
http://www.wikidata.org/entity/Q1122033,CompuGroup Medical,http://www.cgm.com,http://www.cgm.com
http://www.wikidata.org/entity/Q1122965,Swissquote,http://www.swissquote.ch/,http://www.swissquote.ch/
http://www.wikidata.org/entity/Q1127718,Q1127718,http://www.constantiapackaging.com/,http://www.constantiapackaging.com/
http://www.wikidata.org/entity/Q1129539,Conzzeta,http://www.conzzeta.ch/,http://www.conzzeta.ch/
http://www.wikidata.org/entity/Q1129882,Krakatau Steel,http://www.krakatausteel.com/,http://www.krakatausteel.com/
http://www.wikidata.org/entity/Q1129882,Krakatau Steel,http://www.krakatausteel.com,http://www.krakatausteel.com
http://www.wikidata.org/entity/Q1135601,Corticeira Amorim,http://www.amorim.com/corticeira-amorim/grupo-amorim/,http://www.amorim.com/corticeira-amorim/grupo-amorim/
http://www.wikidata.org/entity/Q1136885,Sanrio,http://www.sanrio.com,http://www.sanrio.com
http://www.wikidata.org/entity/Q1139289,Crealogix,http://www.crealogix.com/,http://www.crealogix.com/
http://www.wikidata.org/entity/Q1139367,Q1139367,http://www.creaton.de/,http://www.creaton.de/
http://www.wikidata.org/entity/Q1139920,Soares da Costa,http://www.soaresdacosta.pt/,http://www.soaresdacosta.pt/
http://www.wikidata.org/entity/Q1141267,Thomson Reuters,http://www.thomsonreuters.com,http://www.thomsonreuters.com
http://www.wikidata.org/entity/Q1143305,Sumol + Compal,http://www.sumolcompal.pt/,http://www.sumolcompal.pt/
http://www.wikidata.org/entity/Q1144435,Q1144435,http://www.curanum.de/,http://www.curanum.de/
http://www.wikidata.org/entity/Q1144929,Lafarge,http://www.lafarge.com,http://www.lafarge.com
http://www.wikidata.org/entity/Q1146849,Q1146849,http://www.cybio-ag.de/,http://www.cybio-ag.de/
http://www.wikidata.org/entity/Q1147637,Q1147637,http://www.cycos.com/,http://www.cycos.com/
http://www.wikidata.org/entity/Q1149151,Q1149151,http://www.cytos.com/,http://www.cytos.com/
http://www.wikidata.org/entity/Q1149561,Q1149561,http://www.lindab.com/de/,http://www.lindab.com/de/
http://www.wikidata.org/entity/Q1151571,DAB BNP Paribas,http://www.dab-bank.de/,http://www.dab-bank.de/
http://www.wikidata.org/entity/Q1151693,Nippon Steel & Sumitomo Metal,http://www.nssmc.com/,http://www.nssmc.com/
http://www.wikidata.org/entity/Q1152176,Q1152176,http://www.dci.de,http://www.dci.de
http://www.wikidata.org/entity/Q1152873,Q1152873,http://www.deag.de/,http://www.deag.de/
http://www.wikidata.org/entity/Q1153632,DIC Asset,http://www.dic-asset.de/,http://www.dic-asset.de/
http://www.wikidata.org/entity/Q1154696,Q1154696,http://www.dnickholding.com,http://www.dnickholding.com
http://www.wikidata.org/entity/Q1157716,Daiwa Securities Group,http://www.daiwa-grp.jp/index.cfm,http://www.daiwa-grp.jp/index.cfm
http://www.wikidata.org/entity/Q1172253,Datacolor,http://www.datacolor.com/,http://www.datacolor.com/
http://www.wikidata.org/entity/Q1182545,Q1182545,http://www.defacto.de,http://www.defacto.de
http://www.wikidata.org/entity/Q1184978,Delticom,http://www.delti.com,http://www.delti.com
http://www.wikidata.org/entity/Q1188943,Suntech Power,http://www.suntech-power.com/,http://www.suntech-power.com/
http://www.wikidata.org/entity/Q1191685,FamilyMart,https://www.family.co.jp/,https://www.family.co.jp/
http://www.wikidata.org/entity/Q1198156,FirstGroup plc,https://www.firstgroupplc.com/,https://www.firstgroupplc.com/
http://www.wikidata.org/entity/Q1201076,East Asiatic Company,http://www.eac.dk/,http://www.eac.dk/
http://www.wikidata.org/entity/Q1201651,Deufol,https://www.deufol.com,https://www.deufol.com
http://www.wikidata.org/entity/Q1202213,Deutsche Beteiligungs AG,http://www.deutsche-beteiligung.de/,http://www.deutsche-beteiligung.de/
http://www.wikidata.org/entity/Q1202320,Q1202320,http://www.dewb-vc.com/,http://www.dewb-vc.com/
http://www.wikidata.org/entity/Q1203131,Deutsche Hypothekenbank,http://www.deutsche-hypo.de/,http://www.deutsche-hypo.de/
http://www.wikidata.org/entity/Q1203727,Q1203727,http://www.drestate.de/,http://www.drestate.de/
http://www.wikidata.org/entity/Q1225324,Q1225324,http://www.nextgfi.com,http://www.nextgfi.com
http://www.wikidata.org/entity/Q1231357,Q1231357,http://www.juragent.de,http://www.juragent.de
http://www.wikidata.org/entity/Q1233688,Q1233688,http://www.doccheck.ag/,http://www.doccheck.ag/
http://www.wikidata.org/entity/Q1235090,Isra Vision,http://www.isravision.com/,http://www.isravision.com/
http://www.wikidata.org/entity/Q1236487,Q1236487,http://www.dom-brauerei.de/,http://www.dom-brauerei.de/
http://www.wikidata.org/entity/Q1246876,Valora Effekten Handel,http://www.valora.de/,http://www.valora.de/
http://www.wikidata.org/entity/Q1250129,GAM Holding,http://www.gam.com/,http://www.gam.com/
http://www.wikidata.org/entity/Q1250162,Parsytec,http://www.parsytec.de,http://www.parsytec.de
http://www.wikidata.org/entity/Q1251273,Q1251273,http://www.dottikon.com/,http://www.dottikon.com/
http://www.wikidata.org/entity/Q1253903,Dr. Hönle,http://www.hoenle.de,http://www.hoenle.de
http://www.wikidata.org/entity/Q1254037,Q1254037,http://www.dr-scheller-cosmetics.com,http://www.dr-scheller-cosmetics.com
http://www.wikidata.org/entity/Q1256963,Q1256963,http://www.vectron-systems.com,http://www.vectron-systems.com
http://www.wikidata.org/entity/Q1258511,Q1258511,http://www.dresdner-factoring.de/,http://www.dresdner-factoring.de/
http://www.wikidata.org/entity/Q1260653,Q1260653,http://www.elexis.de,http://www.elexis.de
http://www.wikidata.org/entity/Q1265517,DundeeWealth,http://www.dundeewealth.com,http://www.dundeewealth.com
http://www.wikidata.org/entity/Q1267084,Vorarlberger Kraftwerke,http://www.vkw.at,http://www.vkw.at
http://www.wikidata.org/entity/Q1275577,EOG Resources,http://www.eogresources.com/,http://www.eogresources.com/
http://www.wikidata.org/entity/Q1280993,Flughafen Zürich AG,http://www.flughafen-zuerich.ch/desktopdefault.aspx/tabid-486,http://www.flughafen-zuerich.ch/desktopdefault.aspx/tabid-486
http://www.wikidata.org/entity/Q1281619,Q1281619,http://www.ezag.de/,http://www.ezag.de/
http://www.wikidata.org/entity/Q1282159,Q1282159,http://www.ecotel.de,http://www.ecotel.de
http://www.wikidata.org/entity/Q1282597,Q1282597,http://www.fortecag.de,http://www.fortecag.de
http://www.wikidata.org/entity/Q1284860,Q1284860,http://www.edisunpower.com/,http://www.edisunpower.com/
http://www.wikidata.org/entity/Q1286732,Q1286732,http://www.hamborner.de,http://www.hamborner.de
http://www.wikidata.org/entity/Q1288880,Meyer Burger,http://www.meyerburger.com,http://www.meyerburger.com
http://www.wikidata.org/entity/Q1291362,Ekornes,http://www.ekornes.com,http://www.ekornes.com
http://www.wikidata.org/entity/Q1307902,Einhell,http://www.einhell.de,http://www.einhell.de
http://www.wikidata.org/entity/Q1310785,Klemme AG,http://www.klemme-ag.com/,http://www.klemme-ag.com/
http://www.wikidata.org/entity/Q1312356,Q1312356,http://www.psi.de,http://www.psi.de
http://www.wikidata.org/entity/Q1314072,Yamaichi Electronics Co.,http://www.yamaichi.co.jp,http://www.yamaichi.co.jp
