item,itemLabel,website
http://www.wikidata.org/entity/Q586299,Pottermore,https://www.pottermore.com
http://www.wikidata.org/entity/Q588620,Kapampangan Wikipedia,https://pam.wikipedia.org/
http://www.wikidata.org/entity/Q591565,RocketMail,http://www.rocketmail.com
http://www.wikidata.org/entity/Q600295,Angiosperm Phylogeny Website,http://www.mobot.org/MOBOT/Research/APweb/welcome.html
http://www.wikidata.org/entity/Q600509,Scene.org,http://www.scene.org/
http://www.wikidata.org/entity/Q600669,FiveThirtyEight,https://fivethirtyeight.com
http://www.wikidata.org/entity/Q604841,Mozilla Add-ons,https://addons.mozilla.org
http://www.wikidata.org/entity/Q606875,beenz.com,http://www.beenz.com
http://www.wikidata.org/entity/Q611515,TechRadar,http://www.techradar.com
http://www.wikidata.org/entity/Q612968,RPGamer,http://www.rpgamer.com/
http://www.wikidata.org/entity/Q612975,MobyGames,https://www.mobygames.com/
http://www.wikidata.org/entity/Q617051,TopTenReviews,http://toptenreviews.com/
http://www.wikidata.org/entity/Q618873,4Gamer.net,https://www.4gamer.net/
http://www.wikidata.org/entity/Q619084,HyperPhysics,http://hyperphysics.phy-astr.gsu.edu/hbase/hph.html
http://www.wikidata.org/entity/Q619096,Phys.org,https://phys.org/
http://www.wikidata.org/entity/Q619163,PlanetPhysics,http://planetphysics.us
http://www.wikidata.org/entity/Q619899,Mashable,https://www.mashable.com/
http://www.wikidata.org/entity/Q620275,FINN.no,http://www.finn.no/
http://www.wikidata.org/entity/Q623647,Gmarket,http://www.gmarket.co.kr
http://www.wikidata.org/entity/Q624540,Arachne,https://arachne.uni-koeln.de/drupal/
http://www.wikidata.org/entity/Q624593,Global Lives Project,http://globallives.org/
http://www.wikidata.org/entity/Q625817,The Plant List,http://www.theplantlist.org
http://www.wikidata.org/entity/Q626717,Yahoo! Korea,http://kr.yahoo.com/
http://www.wikidata.org/entity/Q629581,Clubic,http://www.clubic.com
http://www.wikidata.org/entity/Q630113,Proxis,http://www.proxis.com
http://www.wikidata.org/entity/Q631113,Arca-Net,http://www.arca-net.info/
http://www.wikidata.org/entity/Q631396,OlimpBase,http://www.olimpbase.org/
http://www.wikidata.org/entity/Q634384,Oracle Thinkquest,http://www.thinkquest.org/
http://www.wikidata.org/entity/Q637203,Thingiverse,https://www.thingiverse.com
http://www.wikidata.org/entity/Q639342,MyVideo,http://myvideo.de/
http://www.wikidata.org/entity/Q641453,Music4Games,http://www.music4games.net/
http://www.wikidata.org/entity/Q641596,SugarSync,http://sugarsync.com/
http://www.wikidata.org/entity/Q642074,Historical Dictionary of Switzerland,https://hls-dhs-dss.ch
http://www.wikidata.org/entity/Q643420,postcrossing,http://www.postcrossing.com
http://www.wikidata.org/entity/Q646028,Hunch,http://hunch.com
http://www.wikidata.org/entity/Q647251,Sporcle,http://www.sporcle.com
http://www.wikidata.org/entity/Q647397,Edmodo,https://www.edmodo.com
http://www.wikidata.org/entity/Q648266,Wayback Machine,https://web.archive.org/
http://www.wikidata.org/entity/Q649695,Islamic Republic News Agency,http://irna.ir
http://www.wikidata.org/entity/Q649695,Islamic Republic News Agency,http://www.irna.ir/en/
http://www.wikidata.org/entity/Q652779,LacusCurtius,http://penelope.uchicago.edu/Thayer/E/Roman/home.html
http://www.wikidata.org/entity/Q653899,Légifrance,http://www.legifrance.gouv.fr
http://www.wikidata.org/entity/Q658148,Hotmail Calendar,http://calendar.live.com
http://www.wikidata.org/entity/Q658666,Joost,http://www.joost.com/
http://www.wikidata.org/entity/Q660381,Fuck for Forest,https://www.fuckforforest.com/
http://www.wikidata.org/entity/Q660696,Fabchannel.com,http://www.fabchannel.com
http://www.wikidata.org/entity/Q661768,Virtual Centre for Knowledge on Europe,http://www.ena.lu
http://www.wikidata.org/entity/Q664672,Google Code Search,http://www.google.com/codesearch
http://www.wikidata.org/entity/Q670286,Gaydar,http://www.gaydar.co.uk
http://www.wikidata.org/entity/Q678455,Internet History Sourcebooks Project,http://www.fordham.edu/halsall/
http://www.wikidata.org/entity/Q679509,Science Daily,https://www.sciencedaily.com
http://www.wikidata.org/entity/Q684245,Health-EU portal,http://ec.europa.eu/health/
http://www.wikidata.org/entity/Q686215,Fotopedia,http://www.fotopedia.com/
http://www.wikidata.org/entity/Q689116,Sellaband,http://www.sellaband.com/
http://www.wikidata.org/entity/Q692041,Monster.com,https://www.monster.com/
http://www.wikidata.org/entity/Q693730,MUBI,https://mubi.com
http://www.wikidata.org/entity/Q693730,MUBI,https://mubi.com/bn
http://www.wikidata.org/entity/Q693730,MUBI,https://mubi.com/da
http://www.wikidata.org/entity/Q693730,MUBI,https://mubi.com/de
http://www.wikidata.org/entity/Q693730,MUBI,https://mubi.com/es
http://www.wikidata.org/entity/Q693730,MUBI,https://mubi.com/fr
http://www.wikidata.org/entity/Q693730,MUBI,https://mubi.com/hi
http://www.wikidata.org/entity/Q693730,MUBI,https://mubi.com/id
http://www.wikidata.org/entity/Q693730,MUBI,https://mubi.com/it
http://www.wikidata.org/entity/Q693730,MUBI,https://mubi.com/ms
http://www.wikidata.org/entity/Q693730,MUBI,https://mubi.com/nb
http://www.wikidata.org/entity/Q693730,MUBI,https://mubi.com/nl
http://www.wikidata.org/entity/Q693730,MUBI,https://mubi.com/pl
http://www.wikidata.org/entity/Q234110,Europeana,https://www.europeana.eu
http://www.wikidata.org/entity/Q236935,British National Corpus,http://www.natcorp.ox.ac.uk/
http://www.wikidata.org/entity/Q239516,Panoramio,https://www.panoramio.com/
http://www.wikidata.org/entity/Q240638,CodePlex,http://www.codeplex.com
http://www.wikidata.org/entity/Q247541,tape.tv,http://www.tape.tv
http://www.wikidata.org/entity/Q248043,60xDeutschland,http://www.60xdeutschland.de/
http://www.wikidata.org/entity/Q250685,Elance,http://www.elance.com
http://www.wikidata.org/entity/Q255381,Pinterest,https://www.pinterest.com/
http://www.wikidata.org/entity/Q262900,XDA Developers,https://www.xda-developers.com/
http://www.wikidata.org/entity/Q263655,Newgrounds,https://www.newgrounds.com/
http://www.wikidata.org/entity/Q265049,archINFORM,https://www.archinform.net
http://www.wikidata.org/entity/Q265669,Reference.com,http://www.reference.com/
http://www.wikidata.org/entity/Q266579,HaGalil Online,http://www.hagalil.com/
http://www.wikidata.org/entity/Q268699,WikiScanner,http://wikiscanner.virgil.gr/
http://www.wikidata.org/entity/Q270478,Digg,http://www.digg.com
http://www.wikidata.org/entity/Q271982,Google Ads,https://ads.google.com/home/
http://www.wikidata.org/entity/Q280457,A9.com,http://a9.com/
http://www.wikidata.org/entity/Q281291,User Friendly,http://userfriendly.org/
http://www.wikidata.org/entity/Q283833,Boo.com,http://www.boo.com
http://www.wikidata.org/entity/Q284801,freedb,http://www.freedb.org/
http://www.wikidata.org/entity/Q285798,busuu,http://www.busuu.com/
http://www.wikidata.org/entity/Q285798,busuu,https://www.busuu.com/tr
http://www.wikidata.org/entity/Q286317,eBuddy,https://www.ebuddy.com
http://www.wikidata.org/entity/Q286385,Vente-privee.com,https://www.vente-privee.com/
http://www.wikidata.org/entity/Q286707,Business Insider,http://www.businessinsider.com/
http://www.wikidata.org/entity/Q287200,IWork.com,http://iwork.com
http://www.wikidata.org/entity/Q287446,Yasni,http://www.yasni.com
http://www.wikidata.org/entity/Q291892,Rotten.com,http://www.rotten.com/
http://www.wikidata.org/entity/Q292817,Portal.fo,http://portal.fo/
http://www.wikidata.org/entity/Q292965,Itslearning,https://itslearning.com
http://www.wikidata.org/entity/Q292969,yr.no,http://www.yr.no
http://www.wikidata.org/entity/Q293166,gpl-violations.org,https://gpl-violations.org
http://www.wikidata.org/entity/Q295738,AustriaN Newspapers Online,http://anno.onb.ac.at/
http://www.wikidata.org/entity/Q296581,ARD Mediathek,https://www.ardmediathek.de/
http://www.wikidata.org/entity/Q300911,iTunes Ping,http://www.apple.com/itunes/ping/
http://www.wikidata.org/entity/Q303551,Q303551,https://www.win2day.at/gaming/KL_hp
http://www.wikidata.org/entity/Q305231,GameZone,http://www.gamezone.com/
http://www.wikidata.org/entity/Q305430,Abandonia,http://www.abandonia.com/
http://www.wikidata.org/entity/Q305910,iGoogle,http://www.google.com/ig
http://www.wikidata.org/entity/Q305998,Österreichische Unwetterzentrale,http://www.unwetterzentrale.at
http://www.wikidata.org/entity/Q306527,wikiHow,https://www.wikihow.com/Main-Page
http://www.wikidata.org/entity/Q306623,elgooG,https://elgoog.im/
http://www.wikidata.org/entity/Q306905,Abbywinters.com,http://www.abbywinters.com
http://www.wikidata.org/entity/Q306956,Pixiv,https://www.pixiv.net/
http://www.wikidata.org/entity/Q307178,eHow,https://www.ehow.com
http://www.wikidata.org/entity/Q307760,rosenblum salmnber,http://www.podvignaroda.mil.ru
http://www.wikidata.org/entity/Q307760,rosenblum salmnber,http://www.podvignaroda.ru
http://www.wikidata.org/entity/Q307760,rosenblum salmnber,https://pamyat-naroda.ru
http://www.wikidata.org/entity/Q310917,freedesktop.org,https://www.freedesktop.org/wiki/
http://www.wikidata.org/entity/Q318421,The Million Dollar Homepage,http://www.milliondollarhomepage.com
http://www.wikidata.org/entity/Q320307,abgeordnetenwatch.de,https://www.abgeordnetenwatch.de/
http://www.wikidata.org/entity/Q324286,BookCrossing,http://www.bookcrossing.com/
http://www.wikidata.org/entity/Q324670,Omegle,http://www.omegle.com
http://www.wikidata.org/entity/Q328216,Google Search Console,https://www.google.com/webmasters/tools/
http://www.wikidata.org/entity/Q329192,Delicious,http://www.delicious.com
http://www.wikidata.org/entity/Q332268,Ciao,http://www.ciao.co.uk
http://www.wikidata.org/entity/Q354894,500px,http://www.500px.com
http://www.wikidata.org/entity/Q354909,BlueMelon,http://www.bluemelon.com/
http://www.wikidata.org/entity/Q354953,Fotki,http://www.fotki.com/
http://www.wikidata.org/entity/Q355097,jAlbum,http://www.jalbum.net/
http://www.wikidata.org/entity/Q355156,Kodak Gallery,http://www.kodakgallery.com/
http://www.wikidata.org/entity/Q358734,admin.ch,http://www.admin.ch/
http://www.wikidata.org/entity/Q369089,Google Arts & Culture,https://artsandculture.google.com/
http://www.wikidata.org/entity/Q371060,Google Reader,http://www.google.com/reader
http://www.wikidata.org/entity/Q372827,Rutube,https://rutube.ru/
http://www.wikidata.org/entity/Q376850,Anarkismo.net,https://www.anarkismo.net/
http://www.wikidata.org/entity/Q380042,Wirtualna Polska,https://www.wp.pl
http://www.wikidata.org/entity/Q384060,Tumblr,https://www.tumblr.com
http://www.wikidata.org/entity/Q385837,Afrikanet,http://www.afrikanet.info/
http://www.wikidata.org/entity/Q387862,BerliOS,http://www.berlios.de/
http://www.wikidata.org/entity/Q388867,AfterEllen.com and TheBacklot.com,http://afterellen.com
http://www.wikidata.org/entity/Q389701,Technorati,http://www.technorati.com/
http://www.wikidata.org/entity/Q390216,The Sydney Morning Herald,http://www.smh.com.au/
http://www.wikidata.org/entity/Q393305,Hong Kong Golden Forum,http://forum.hkgolden.com/
http://www.wikidata.org/entity/Q396110,Agricultural Information Management Standards,http://aims.fao.org
http://www.wikidata.org/entity/Q408814,Airliners.net,https://www.airliners.net/
http://www.wikidata.org/entity/Q420932,Apple ID,https://appleid.apple.com
http://www.wikidata.org/entity/Q427471,Cryptome,http://cryptome.org
http://www.wikidata.org/entity/Q430285,Q430285,http://www.ulike.net/
http://www.wikidata.org/entity/Q431241,Google Labs,http://labs.google.fr
http://www.wikidata.org/entity/Q431563,Austria-Forum,http://austria-forum.org/
http://www.wikidata.org/entity/Q431998,Pixmac,http://www.pixmac.it
http://www.wikidata.org/entity/Q433276,ARKive,http://www.arkive.org/
http://www.wikidata.org/entity/Q438334,Q438334,http://altermedia.info
http://www.wikidata.org/entity/Q442840,Recensio.net,https://www.recensio.net/
http://www.wikidata.org/entity/Q448466,Musipedia,http://musipedia.org/
http://www.wikidata.org/entity/Q465701,American Memory,http://memory.loc.gov/ammem/index.html
http://www.wikidata.org/entity/Q473503,Disqus,https://disqus.com/
http://www.wikidata.org/entity/Q473767,Nizkor Project,http://www.nizkor.org/
http://www.wikidata.org/entity/Q473873,Vevo,https://www.vevo.com/
http://www.wikidata.org/entity/Q483314,Hangame,http://www.hangame.com
http://www.wikidata.org/entity/Q483959,PayPal,https://www.paypal.com
http://www.wikidata.org/entity/Q484531,Samsung Galaxy Store,https://www.samsung.com/global/galaxy/apps/galaxy-store/
http://www.wikidata.org/entity/Q485184,Analytic Bibliography of Online Neo-Latin Texts,http://www.philological.bham.ac.uk/bibliography/index.htm
http://www.wikidata.org/entity/Q485689,Plattmakers,http://plattmakers.de/
http://www.wikidata.org/entity/Q489967,Map24,http://www.map24.com
http://www.wikidata.org/entity/Q493114,Empas,http://www.empas.com/
http://www.wikidata.org/entity/Q493129,Nate,http://www.nate.com
http://www.wikidata.org/entity/Q495456,Tatoeba,https://tatoeba.org
http://www.wikidata.org/entity/Q498824,Memory Alpha,http://memory-alpha.fandom.com/
http://www.wikidata.org/entity/Q964945,Rue89,http://www.rue89.com/
http://www.wikidata.org/entity/Q965133,Sohu,https://www.sohu.com
http://www.wikidata.org/entity/Q968454,The Hunger Site,http://www.thehungersite.com/
http://www.wikidata.org/entity/Q969055,RealClimate,http://www.realclimate.org/
http://www.wikidata.org/entity/Q971284,Q971284,http://www.meinestadt.de/
http://www.wikidata.org/entity/Q973569,4shared,https://www.4shared.com/
http://www.wikidata.org/entity/Q974700,Google Sky,http://www.google.com/sky
http://www.wikidata.org/entity/Q977889,Joystiq,http://www.joystiq.com/
http://www.wikidata.org/entity/Q979593,Open Clip Art Library,https://openclipart.org/
http://www.wikidata.org/entity/Q985028,Q985028,https://wiki.selfhtml.org
http://www.wikidata.org/entity/Q985099,Romancing SaGa,http://www.square-enix.com/jp/archive/romasaga/
http://www.wikidata.org/entity/Q986447,Yahoo! Photos,http://photos.yahoo.com/
http://www.wikidata.org/entity/Q986608,Qzone,http://z.qzone.com
http://www.wikidata.org/entity/Q986608,Qzone,http://z.qzone.com/mobile.html
http://www.wikidata.org/entity/Q988251,Q988251,http://egyszervolt.hu
http://www.wikidata.org/entity/Q991336,BrowserChoice.eu,http://www.browserchoice.eu/BrowserChoice/browserchoice_en.htm
http://www.wikidata.org/entity/Q1001382,Q1001382,http://filmtrailer.hu
http://www.wikidata.org/entity/Q1007059,GNU Savannah,http://savannah.gnu.org
http://www.wikidata.org/entity/Q1007059,GNU Savannah,http://savannah.nongnu.org
http://www.wikidata.org/entity/Q1007089,GREE,http://product.gree.net/
http://www.wikidata.org/entity/Q1007935,GameTab,http://www.gametab.com//
http://www.wikidata.org/entity/Q1007959,Gamereactor,http://gamereactor.de
http://www.wikidata.org/entity/Q1007959,Gamereactor,http://gamereactor.dk
http://www.wikidata.org/entity/Q1007959,Gamereactor,http://gamereactor.es
http://www.wikidata.org/entity/Q1007959,Gamereactor,http://gamereactor.eu
http://www.wikidata.org/entity/Q1007959,Gamereactor,http://gamereactor.fi
http://www.wikidata.org/entity/Q1007959,Gamereactor,http://gamereactor.it
http://www.wikidata.org/entity/Q1007959,Gamereactor,http://gamereactor.no
http://www.wikidata.org/entity/Q1007959,Gamereactor,http://gamereactor.pt
http://www.wikidata.org/entity/Q1007959,Gamereactor,http://gamereactor.se
http://www.wikidata.org/entity/Q1011981,Google China,http://www.google.cn/
http://www.wikidata.org/entity/Q1014649,The Linux Game Tome,http://www.happypenguin.org/
http://www.wikidata.org/entity/Q1016982,Kaixin001,http://www.kaixin001.com/
http://www.wikidata.org/entity/Q1018236,Q1018236,http://www.soldat.ru
http://www.wikidata.org/entity/Q1023625,Chip Online,http://www.chip.de/
http://www.wikidata.org/entity/Q1023791,Q1023791,http://www.ck-wissen.de
http://www.wikidata.org/entity/Q1024168,Q1024168,http://cosmiq.de/
http://www.wikidata.org/entity/Q1026880,Tvigle,http://www.tvigle.ru
http://www.wikidata.org/entity/Q1035868,CareerBuilder,http://www.careerbuilder.com
http://www.wikidata.org/entity/Q1035868,CareerBuilder,https://www.careerbuilder.co.uk/
http://www.wikidata.org/entity/Q1037377,Q1037377,http://hogyankell.hu
http://www.wikidata.org/entity/Q1038301,Wikitruth,http://www.wikitruth.info/
http://www.wikidata.org/entity/Q1039873,Stylus Magazine,http://www.stylusmagazine.com
http://www.wikidata.org/entity/Q1043505,NTVMSNBC.com,http://ntvmsnbc.com
http://www.wikidata.org/entity/Q1048635,Something Awful,http://www.somethingawful.com/
http://www.wikidata.org/entity/Q1050241,Catalogus Translationum et Commentariorum,http://catalogustranslationum.org
http://www.wikidata.org/entity/Q1050579,Cut-the-Knot,http://cut-the-knot.org/
http://www.wikidata.org/entity/Q1051984,OpenDemocracy.net,https://www.opendemocracy.net
http://www.wikidata.org/entity/Q1052152,ccMixter,http://ccmixter.org
http://www.wikidata.org/entity/Q1053553,DNA Data Bank of Japan,http://www.ddbj.nig.ac.jp/
http://www.wikidata.org/entity/Q1056238,56.com,http://www.56.com/
http://www.wikidata.org/entity/Q1056432,Hungarian Unix Portal,http://hup.hu
http://www.wikidata.org/entity/Q1056882,Hyves,http://www.hyves.nl
http://www.wikidata.org/entity/Q1058152,ChaCha,http://www.chacha.com/
http://www.wikidata.org/entity/Q1063259,Charity Navigator,https://www.charitynavigator.org/
http://www.wikidata.org/entity/Q1065154,Microsoft Academic Search,http://academic.research.microsoft.com/
http://www.wikidata.org/entity/Q1067752,Charter 97,http://charter97.org
http://www.wikidata.org/entity/Q1070131,Mininova,http://www.mininova.org/
http://www.wikidata.org/entity/Q1072630,Acid1,http://acid1.acidtests.org
http://www.wikidata.org/entity/Q1079074,Christian Broadcasting Network,http://www.cbn.com/
http://www.wikidata.org/entity/Q1079189,Christian Classics Ethereal Library,http://www.ccel.org
http://www.wikidata.org/entity/Q1087787,Veoh,http://veoh.com
http://www.wikidata.org/entity/Q1087965,Google News Archive,http://news.google.com/archivesearch
http://www.wikidata.org/entity/Q1093541,IBM Cloud Video,http://www.ustream.tv
http://www.wikidata.org/entity/Q1094893,Q1094893,http://clanbase.ggl.com
http://www.wikidata.org/entity/Q1097232,Inside Mac Games,http://www.insidemacgames.com
http://www.wikidata.org/entity/Q1100860,Cleverbot,http://www.cleverbot.com/
http://www.wikidata.org/entity/Q1101409,Q1101409,http://www.climateactiontracker.org/
http://www.wikidata.org/entity/Q1101757,Q1101757,http://www.clipfish.de/
http://www.wikidata.org/entity/Q1104203,Q1104203,http://kapcsolat.hu
http://www.wikidata.org/entity/Q1106420,Q1106420,http://www.ceec.uni-koeln.de/
http://www.wikidata.org/entity/Q1108790,Q1108790,http://www.coliquio.de/
http://www.wikidata.org/entity/Q1110224,Colnect,http://colnect.com/en
http://www.wikidata.org/entity/Q1110428,OpenRice,https://www.openrice.com/
http://www.wikidata.org/entity/Q1111380,Digital Spy,http://www.digitalspy.co.uk
http://www.wikidata.org/entity/Q1111924,Yahoo! Auctions,http://tw.bid.yahoo.com/
http://www.wikidata.org/entity/Q1119442,Q1119442,http://www.wallstreet-online.de/
http://www.wikidata.org/entity/Q1122143,Q1122143,https://www.computerbase.de
http://www.wikidata.org/entity/Q1122273,Kuruc.info,http://kuruc.info
http://www.wikidata.org/entity/Q1123836,Odnoklassniki,https://ok.ru/
http://www.wikidata.org/entity/Q1125441,Q1125441,http://köpönyeg.hu
http://www.wikidata.org/entity/Q1126302,Connexions,http://www.connexions.org/
http://www.wikidata.org/entity/Q1126304,Connexions,http://cnx.org/
http://www.wikidata.org/entity/Q1129596,The Cook Political Report,https://cookpolitical.com/
http://www.wikidata.org/entity/Q1131624,Copyscape,http://www.copyscape.com/
http://www.wikidata.org/entity/Q1132492,Suprnova.org,http://www.suprnova.org
http://www.wikidata.org/entity/Q1132897,Jamendo,https://jamendo.com
http://www.wikidata.org/entity/Q1133199,TorrentFreak,https://torrentfreak.com
http://www.wikidata.org/entity/Q1133223,World Atlas of Language Structures,http://wals.info/
http://www.wikidata.org/entity/Q1136516,Forestle,http://forestle.org/
http://www.wikidata.org/entity/Q1138322,CozyCot,http://www.cozycot.com/
http://www.wikidata.org/entity/Q1138672,Netlog,http://en.netlog.com/
http://www.wikidata.org/entity/Q1139037,MediaFire,https://www.mediafire.com/
http://www.wikidata.org/entity/Q1139107,Virtual Shtetl,http://www.sztetl.org.pl
http://www.wikidata.org/entity/Q1139550,Encyclopædia Iranica,http://www.iranicaonline.org
http://www.wikidata.org/entity/Q1139587,Swedish Film Database,http://www.svenskfilmdatabas.se/sv/
http://www.wikidata.org/entity/Q1139837,Crew United,https://www.crew-united.com/
http://www.wikidata.org/entity/Q1140006,Crime Library,http://www.crimelibrary.com
http://www.wikidata.org/entity/Q263,Wikisource,https://wikisource.org
http://www.wikidata.org/entity/Q364,GitHub,https://github.com
http://www.wikidata.org/entity/Q373,Wikivoyage,https://www.wikivoyage.org/
http://www.wikidata.org/entity/Q461,Internet Archive,https://archive.org/
http://www.wikidata.org/entity/Q866,YouTube,https://www.youtube.com
http://www.wikidata.org/entity/Q918,Twitter,https://twitter.com
http://www.wikidata.org/entity/Q964,Wikinews,https://www.wikinews.org/
http://www.wikidata.org/entity/Q2017,Wikitravel,http://wikitravel.org
http://www.wikidata.org/entity/Q3884,Amazon,https://www.amazon.com
http://www.wikidata.org/entity/Q4585,CouchSurfing,https://www.couchsurfing.com
http://www.wikidata.org/entity/Q9340,Google Drive,https://www.google.com/drive/
http://www.wikidata.org/entity/Q9593,iTunes Store,https://itunes.apple.com/ua/
http://www.wikidata.org/entity/Q12013,Google Maps,https://maps.google.com/
http://www.wikidata.org/entity/Q12020,Google News,https://news.google.com
http://www.wikidata.org/entity/Q14790,Ethnologue,https://www.ethnologue.com/
http://www.wikidata.org/entity/Q17458,Nupedia,http://nupedia.com
http://www.wikidata.org/entity/Q18695,PlanetRomeo,https://www.planetromeo.com
http://www.wikidata.org/entity/Q23432,OpenSeaMap,http://www.openseamap.org/
http://www.wikidata.org/entity/Q28773,identi.ca,https://identi.ca/
http://www.wikidata.org/entity/Q31165,AlloCiné,http://www.allocine.com/
http://www.wikidata.org/entity/Q31181,AllMusic,http://www.allmusic.com
http://www.wikidata.org/entity/Q31964,Internet Broadway Database,http://www.ibdb.com
http://www.wikidata.org/entity/Q32111,Plurk,https://www.plurk.com
http://www.wikidata.org/entity/Q34755,Kickstarter,https://www.kickstarter.com/
http://www.wikidata.org/entity/Q35665,SETI@home,http://setiathome.ssl.berkeley.edu
http://www.wikidata.org/entity/Q36783,Belarus Globe,http://globus.tut.by/
http://www.wikidata.org/entity/Q40629,Myspace,https://myspace.com
http://www.wikidata.org/entity/Q40984,Skype,https://www.skype.com/
http://www.wikidata.org/entity/Q49991,Kino.to,http://kino.to
http://www.wikidata.org/entity/Q50778,Stupidedia,http://www.stupidedia.org
http://www.wikidata.org/entity/Q50911,ImageShack,http://imageshack.us/
http://www.wikidata.org/entity/Q56173,iWiW,http://iwiw.hu/
http://www.wikidata.org/entity/Q58024,eBay,https://www.ebay.com
http://www.wikidata.org/entity/Q59083,Slashdot,https://slashdot.org/
http://www.wikidata.org/entity/Q63327,Airbnb,https://www.airbnb.com
http://www.wikidata.org/entity/Q63327,Airbnb,https://www.airbnb.com.tr/
http://www.wikidata.org/entity/Q63700,That Guy with the Glasses,http://www.thatguywiththeglasses.com
http://www.wikidata.org/entity/Q66683,Who Named It?,http://www.whonamedit.com/
http://www.wikidata.org/entity/Q73134,Travis CI,https://travis-ci.com
http://www.wikidata.org/entity/Q75430,PADICAT,http://www.padicat.cat/
http://www.wikidata.org/entity/Q75636,Forestknowledge.net,http://www.forestknowledge.net
http://www.wikidata.org/entity/Q79576,Google Play,https://play.google.com
http://www.wikidata.org/entity/Q82486,Encyclopedia of Life,https://eol.org
http://www.wikidata.org/entity/Q92526,Sina Weibo,https://weibo.com
http://www.wikidata.org/entity/Q94887,Khan Academy,https://www.khanacademy.org
http://www.wikidata.org/entity/Q105584,Rotten Tomatoes,https://www.rottentomatoes.com/
http://www.wikidata.org/entity/Q107413,Egloos,http://www.egloos.com/
http://www.wikidata.org/entity/Q116933,VK,https://vk.com
http://www.wikidata.org/entity/Q116947,Facebook Messenger,https://www.messenger.com
http://www.wikidata.org/entity/Q122381,BlackBerry World,http://appworld.blackberry.com/
http://www.wikidata.org/entity/Q122544,NEWSru,https://www.newsru.com/
http://www.wikidata.org/entity/Q124688,Open Hub,https://www.openhub.net
http://www.wikidata.org/entity/Q129070,Giveaway of the Day,http://giveawayoftheday.com/
http://www.wikidata.org/entity/Q134042,Google X,http://labs.google.com/
http://www.wikidata.org/entity/Q135622,Google Translate,https://translate.google.com
http://www.wikidata.org/entity/Q140676,Rediff.com,https://www.rediff.com/
http://www.wikidata.org/entity/Q140947,Rediffmail,http://www.rediff.com/
http://www.wikidata.org/entity/Q141285,Q141285,https://professionali.ru/
http://www.wikidata.org/entity/Q142667,Transporter Classification database,http://www.tcdb.org/
http://www.wikidata.org/entity/Q153952,dol2day,http://www.dol2day.de
http://www.wikidata.org/entity/Q159555,lernu!,https://lernu.net/
http://www.wikidata.org/entity/Q164203,VirusTotal,https://www.virustotal.com
http://www.wikidata.org/entity/Q164888,1000°,https://home.1000grad.de/
http://www.wikidata.org/entity/Q164935,Q164935,http://www.kulturarv.dk/1001fortaellinger/
http://www.wikidata.org/entity/Q166561,Google Fiber,https://fiber.google.com
http://www.wikidata.org/entity/Q168430,Project Euler,http://projecteuler.net/
